"","SpecCode","Species","Genus","Subfamily","Family","Order","Class","SuperClass"
"1666",1809,"Arnoglossus kessleri","Arnoglossus",NA,"Bothidae","Pleuronectiformes","Actinopterygii","Osteichthyes"
"1667",1823,"Tetrapturus belone","Tetrapturus",NA,"Istiophoridae","Perciformes","Actinopterygii","Osteichthyes"
"1668",1824,"Macruronus capensis","Macruronus","Merlucciinae","Merlucciidae","Gadiformes","Actinopterygii","Osteichthyes"
"1669",1825,"Macruronus novaezelandiae","Macruronus","Merlucciinae","Merlucciidae","Gadiformes","Actinopterygii","Osteichthyes"
"1670",1826,"Merluccius paradoxus","Merluccius","Merlucciinae","Merlucciidae","Gadiformes","Actinopterygii","Osteichthyes"
"1671",1827,"Merluccius angustimanus","Merluccius","Merlucciinae","Merlucciidae","Gadiformes","Actinopterygii","Osteichthyes"
"1672",1828,"Merluccius capensis","Merluccius","Merlucciinae","Merlucciidae","Gadiformes","Actinopterygii","Osteichthyes"
"1673",1829,"Steindachneria argentea","Steindachneria","Steindachneriinae","Merlucciidae","Gadiformes","Actinopterygii","Osteichthyes"
"1674",1832,"Gnathodentex aureolineatus","Gnathodentex","Monotaxinae","Lethrinidae","Perciformes","Actinopterygii","Osteichthyes"
"1675",1833,"Gymnocranius griseus","Gymnocranius","Monotaxinae","Lethrinidae","Perciformes","Actinopterygii","Osteichthyes"
"1676",1834,"Gymnocranius grandoculis","Gymnocranius","Monotaxinae","Lethrinidae","Perciformes","Actinopterygii","Osteichthyes"
"1677",1835,"Gymnocranius audleyi","Gymnocranius","Monotaxinae","Lethrinidae","Perciformes","Actinopterygii","Osteichthyes"
"1678",1837,"Gymnocranius euanus","Gymnocranius","Monotaxinae","Lethrinidae","Perciformes","Actinopterygii","Osteichthyes"
"1679",1838,"Gymnocranius frenatus","Gymnocranius","Monotaxinae","Lethrinidae","Perciformes","Actinopterygii","Osteichthyes"
"1680",1839,"Gymnocranius microdon","Gymnocranius","Monotaxinae","Lethrinidae","Perciformes","Actinopterygii","Osteichthyes"
"1681",1841,"Lethrinus crocineus","Lethrinus","Lethrininae","Lethrinidae","Perciformes","Actinopterygii","Osteichthyes"
"1682",1842,"Lethrinus erythropterus","Lethrinus","Lethrininae","Lethrinidae","Perciformes","Actinopterygii","Osteichthyes"
"1683",1843,"Lethrinus mahsena","Lethrinus","Lethrininae","Lethrinidae","Perciformes","Actinopterygii","Osteichthyes"
"1684",1844,"Lethrinus borbonicus","Lethrinus","Lethrininae","Lethrinidae","Perciformes","Actinopterygii","Osteichthyes"
"1685",1845,"Lethrinus microdon","Lethrinus","Lethrininae","Lethrinidae","Perciformes","Actinopterygii","Osteichthyes"
"1686",1846,"Lethrinus nebulosus","Lethrinus","Lethrininae","Lethrinidae","Perciformes","Actinopterygii","Osteichthyes"
"1687",1847,"Lethrinus obsoletus","Lethrinus","Lethrininae","Lethrinidae","Perciformes","Actinopterygii","Osteichthyes"
"1688",1848,"Lethrinus rubrioperculatus","Lethrinus","Lethrininae","Lethrinidae","Perciformes","Actinopterygii","Osteichthyes"
"1689",1849,"Lethrinus semicinctus","Lethrinus","Lethrininae","Lethrinidae","Perciformes","Actinopterygii","Osteichthyes"
"1690",1850,"Lethrinus variegatus","Lethrinus","Lethrininae","Lethrinidae","Perciformes","Actinopterygii","Osteichthyes"
"1691",1851,"Lethrinus harak","Lethrinus","Lethrininae","Lethrinidae","Perciformes","Actinopterygii","Osteichthyes"
"1692",1852,"Lethrinus xanthochilus","Lethrinus","Lethrininae","Lethrinidae","Perciformes","Actinopterygii","Osteichthyes"
"1693",1853,"Lethrinus amboinensis","Lethrinus","Lethrininae","Lethrinidae","Perciformes","Actinopterygii","Osteichthyes"
"1694",1854,"Lethrinus atkinsoni","Lethrinus","Lethrininae","Lethrinidae","Perciformes","Actinopterygii","Osteichthyes"
"1695",1855,"Lethrinus enigmaticus","Lethrinus","Lethrininae","Lethrinidae","Perciformes","Actinopterygii","Osteichthyes"
"1696",1856,"Lethrinus haematopterus","Lethrinus","Lethrininae","Lethrinidae","Perciformes","Actinopterygii","Osteichthyes"
"1697",1857,"Lethrinus laticaudis","Lethrinus","Lethrininae","Lethrinidae","Perciformes","Actinopterygii","Osteichthyes"
"1698",1858,"Lethrinus miniatus","Lethrinus","Lethrininae","Lethrinidae","Perciformes","Actinopterygii","Osteichthyes"
"1699",1859,"Lethrinus reticulatus","Lethrinus","Lethrininae","Lethrinidae","Perciformes","Actinopterygii","Osteichthyes"
"1700",1862,"Lethrinus erythracanthus","Lethrinus","Lethrininae","Lethrinidae","Perciformes","Actinopterygii","Osteichthyes"
"1701",1863,"Lethrinus lentjan","Lethrinus","Lethrininae","Lethrinidae","Perciformes","Actinopterygii","Osteichthyes"
"1702",1864,"Lethrinus olivaceus","Lethrinus","Lethrininae","Lethrinidae","Perciformes","Actinopterygii","Osteichthyes"
"1703",1865,"Lethrinus genivittatus","Lethrinus","Lethrininae","Lethrinidae","Perciformes","Actinopterygii","Osteichthyes"
"1704",1866,"Lethrinus ornatus","Lethrinus","Lethrininae","Lethrinidae","Perciformes","Actinopterygii","Osteichthyes"
"1705",1867,"Lethrinus atlanticus","Lethrinus","Lethrininae","Lethrinidae","Perciformes","Actinopterygii","Osteichthyes"
"1706",1868,"Lethrinus conchyliatus","Lethrinus","Lethrininae","Lethrinidae","Perciformes","Actinopterygii","Osteichthyes"
"1707",1869,"Monotaxis grandoculis","Monotaxis","Monotaxinae","Lethrinidae","Perciformes","Actinopterygii","Osteichthyes"
"1708",1870,"Wattsia mossambica","Wattsia","Monotaxinae","Lethrinidae","Perciformes","Actinopterygii","Osteichthyes"
"1709",1872,"Arctogadus glacialis","Arctogadus",NA,"Gadidae","Gadiformes","Actinopterygii","Osteichthyes"
"1710",1873,"Ciliata septentrionalis","Ciliata",NA,"Lotidae","Gadiformes","Actinopterygii","Osteichthyes"
"1711",1874,"Enchelyopus cimbrius","Enchelyopus",NA,"Lotidae","Gadiformes","Actinopterygii","Osteichthyes"
"1712",1875,"Gadiculus argenteus","Gadiculus",NA,"Gadidae","Gadiformes","Actinopterygii","Osteichthyes"
"1713",1876,"Gaidropsarus vulgaris","Gaidropsarus",NA,"Lotidae","Gadiformes","Actinopterygii","Osteichthyes"
"1714",1877,"Gaidropsarus biscayensis","Gaidropsarus",NA,"Lotidae","Gadiformes","Actinopterygii","Osteichthyes"
"1715",1878,"Gaidropsarus macrophthalmus","Gaidropsarus",NA,"Lotidae","Gadiformes","Actinopterygii","Osteichthyes"
"1716",1879,"Microgadus proximus","Microgadus",NA,"Gadidae","Gadiformes","Actinopterygii","Osteichthyes"
"1717",1880,"Phycis chesteri","Phycis",NA,"Phycidae","Gadiformes","Actinopterygii","Osteichthyes"
"1718",1881,"Theragra finnmarchica","Theragra",NA,"Gadidae","Gadiformes","Actinopterygii","Osteichthyes"
"1719",1882,"Urophycis floridana","Urophycis",NA,"Phycidae","Gadiformes","Actinopterygii","Osteichthyes"
"1720",1883,"Urophycis regia","Urophycis",NA,"Phycidae","Gadiformes","Actinopterygii","Osteichthyes"
"1721",1884,"Urophycis cirrata","Urophycis",NA,"Phycidae","Gadiformes","Actinopterygii","Osteichthyes"
"1722",1885,"Urophycis earllii","Urophycis",NA,"Phycidae","Gadiformes","Actinopterygii","Osteichthyes"
"1723",1886,"Pterocaesio trilineata","Pterocaesio","Caesioninae","Caesionidae","Perciformes","Actinopterygii","Osteichthyes"
"1724",1887,"Pantolabus radiatus","Pantolabus","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1725",1888,"Alectis alexandrina","Alectis","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1726",1889,"Alepes djedaba","Alepes","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1727",1890,"Alepes melanoptera","Alepes","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1728",1891,"Alepes vari","Alepes","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1729",1893,"Atule mate","Atule","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1730",1894,"Campogramma glaycos","Campogramma","Naucratinae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1731",1895,"Caranx ignobilis","Caranx","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1732",1896,"Caranx bucculentus","Caranx","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1733",1897,"Caranx senegallus","Caranx","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1734",1898,"Caranx heberi","Caranx","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1735",1899,"Caranx rhonchus","Caranx","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1736",1900,"Caranx caballus","Caranx","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1737",1901,"Caranx caninus","Caranx","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1738",1902,"Decapterus koheru","Decapterus","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1739",1903,"Alepes kleinii","Alepes","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1740",1905,"Carangoides gymnostethus","Carangoides","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1741",1906,"Caranx melampygus","Caranx","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1742",1907,"Carangoides hedlandensis","Carangoides","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1743",1908,"Carangoides oblongus","Carangoides","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1744",1909,"Carangoides orthogrammus","Carangoides","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1745",1910,"Carangoides plagiotaenia","Carangoides","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1746",1911,"Carangoides praeustus","Carangoides","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1747",1912,"Carangoides talamparoides","Carangoides","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1748",1913,"Carangoides bartholomaei","Carangoides","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1749",1914,"Carangoides humerosus","Carangoides","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1750",1915,"Carangoides otrynter","Carangoides","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1751",1916,"Carangoides armatus","Carangoides","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1752",1917,"Caranx sexfasciatus","Caranx","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1753",1918,"Caranx ruber","Caranx","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1754",1919,"Caranx vinctus","Caranx","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1755",1920,"Carangoides equula","Carangoides","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1756",1921,"Carangoides ferdau","Carangoides","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1757",1923,"Carangoides bajad","Carangoides","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1758",1924,"Carangoides coeruleopinnatus","Carangoides","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1759",1925,"Carangoides dinema","Carangoides","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1760",1926,"Carangoides fulvoguttatus","Carangoides","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1761",1928,"Caranx tille","Caranx","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1762",1929,"Atropus atropos","Atropus","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1763",1930,"Ulua mentalis","Ulua","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1764",1931,"Ulua aurochs","Ulua","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1765",1932,"Clarias lamottei","Clarias",NA,"Clariidae","Siluriformes","Actinopterygii","Osteichthyes"
"1766",1933,"Caranx crysos","Caranx","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1767",1934,"Clarias gariepinus","Clarias",NA,"Clariidae","Siluriformes","Actinopterygii","Osteichthyes"
"1768",1935,"Caranx latus","Caranx","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1769",1936,"Caranx lugubris","Caranx","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1770",1937,"Chloroscombrus orqueta","Chloroscombrus","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1771",1938,"Decapterus macrosoma","Decapterus","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1772",1939,"Decapterus maruadsi","Decapterus","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1773",1940,"Decapterus kurroides","Decapterus","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1774",1942,"Hemicaranx bicolor","Hemicaranx","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1775",1943,"Hemicaranx leucurus","Hemicaranx","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1776",1944,"Hemicaranx zelotes","Hemicaranx","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1777",1945,"Oligoplites altus","Oligoplites","Scomberoidinae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1778",1946,"Oligoplites refulgens","Oligoplites","Scomberoidinae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1779",1947,"Parastromateus niger","Parastromateus","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1780",1948,"Pseudocaranx chilensis","Pseudocaranx","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1781",1949,"Pseudocaranx wrighti","Pseudocaranx","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1782",1950,"Scomberoides commersonnianus","Scomberoides","Scomberoidinae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1783",1951,"Scomberoides lysan","Scomberoides","Scomberoidinae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1784",1952,"Scomberoides tala","Scomberoides","Scomberoidinae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1785",1953,"Scomberoides tol","Scomberoides","Scomberoidinae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1786",1954,"Selar boops","Selar","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1787",1955,"Selene brownii","Selene","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1788",1956,"Selene brevoortii","Selene","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1789",1957,"Selene orstedii","Selene","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1790",1958,"Selene peruviana","Selene","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1791",1959,"Seriola carpenteri","Seriola","Naucratinae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1792",1960,"Seriola hippos","Seriola","Naucratinae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1793",1961,"Seriola peruana","Seriola","Naucratinae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1794",1962,"Seriolina nigrofasciata","Seriolina","Naucratinae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1795",1963,"Trachinotus blochii","Trachinotus","Trachinotinae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1796",1964,"Trachinotus mookalee","Trachinotus","Trachinotinae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1797",1965,"Trachinotus botla","Trachinotus","Trachinotinae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1798",1966,"Trachinotus anak","Trachinotus","Trachinotinae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1799",1967,"Trachinotus africanus","Trachinotus","Trachinotinae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1800",1968,"Trachinotus coppingeri","Trachinotus","Trachinotinae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1801",1969,"Trachinotus kennedyi","Trachinotus","Trachinotinae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1802",1971,"Trachinotus marginatus","Trachinotus","Trachinotinae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1803",1972,"Trachinotus paitensis","Trachinotus","Trachinotinae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1804",1973,"Trachinotus rhodopus","Trachinotus","Trachinotinae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1805",1974,"Trachinotus stilbe","Trachinotus","Trachinotinae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1806",1975,"Trachinotus goreensis","Trachinotus","Trachinotinae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1807",1976,"Trachinotus maxillosus","Trachinotus","Trachinotinae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1808",1977,"Trachinotus teraia","Trachinotus","Trachinotinae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1809",1978,"Trachinotus baillonii","Trachinotus","Trachinotinae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1810",1979,"Trachurus novaezelandiae","Trachurus","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1811",1980,"Trachurus longimanus","Trachurus","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1812",1981,"Trachurus delagoa","Trachurus","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1813",1982,"Trachurus indicus","Trachurus","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1814",1983,"Uraspis helvola","Uraspis","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1815",1984,"Uraspis uraspis","Uraspis","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"1816",2005,"Antimora rostrata","Antimora",NA,"Moridae","Gadiformes","Actinopterygii","Osteichthyes"
"1817",2006,"Antimora microlepis","Antimora",NA,"Moridae","Gadiformes","Actinopterygii","Osteichthyes"
"1818",2007,"Auchenoceros punctatus","Auchenoceros",NA,"Moridae","Gadiformes","Actinopterygii","Osteichthyes"
"1819",2008,"Notophycis marginata","Notophycis",NA,"Moridae","Gadiformes","Actinopterygii","Osteichthyes"
"1820",2009,"Eeyorius hutchinsi","Eeyorius",NA,"Moridae","Gadiformes","Actinopterygii","Osteichthyes"
"1821",2010,"Gadella imberbis","Gadella",NA,"Moridae","Gadiformes","Actinopterygii","Osteichthyes"
"1822",2011,"Gadella maraldi","Gadella",NA,"Moridae","Gadiformes","Actinopterygii","Osteichthyes"
"1823",2012,"Halargyreus johnsonii","Halargyreus",NA,"Moridae","Gadiformes","Actinopterygii","Osteichthyes"
"1824",2013,"Laemonema laureysi","Laemonema",NA,"Moridae","Gadiformes","Actinopterygii","Osteichthyes"
"1825",2014,"Laemonema longipes","Laemonema",NA,"Moridae","Gadiformes","Actinopterygii","Osteichthyes"
"1826",2015,"Lepidion ensiferus","Lepidion",NA,"Moridae","Gadiformes","Actinopterygii","Osteichthyes"
"1827",2016,"Lepidion eques","Lepidion",NA,"Moridae","Gadiformes","Actinopterygii","Osteichthyes"
"1828",2017,"Lepidion lepidion","Lepidion",NA,"Moridae","Gadiformes","Actinopterygii","Osteichthyes"
"1829",2019,"Physiculus japonicus","Physiculus",NA,"Moridae","Gadiformes","Actinopterygii","Osteichthyes"
"1830",2020,"Pseudophycis bachus","Pseudophycis",NA,"Moridae","Gadiformes","Actinopterygii","Osteichthyes"
"1831",2021,"Pseudophycis barbata","Pseudophycis",NA,"Moridae","Gadiformes","Actinopterygii","Osteichthyes"
"1832",2022,"Pseudophycis breviuscula","Pseudophycis",NA,"Moridae","Gadiformes","Actinopterygii","Osteichthyes"
"1833",2023,"Tripterophycis gilchristi","Tripterophycis",NA,"Moridae","Gadiformes","Actinopterygii","Osteichthyes"
"1834",2024,"Amphiprion perideraion","Amphiprion","Amphiprioninae","Pomacentridae","Perciformes","Actinopterygii","Osteichthyes"
"1835",2025,"Sarotherodon mvogoi","Sarotherodon","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1836",2026,"Sarotherodon caroli","Sarotherodon","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1837",2029,"Oreochromis placidus","Oreochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1838",2032,"Oreochromis hunteri","Oreochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1839",2033,"Alcolapia grahami","Alcolapia","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1840",2034,"Alcolapia alcalica","Alcolapia","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1841",2035,"Oreochromis amphimelas","Oreochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1842",2036,"Oreochromis angolensis","Oreochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1843",2037,"Oreochromis lepidurus","Oreochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1844",2038,"Oreochromis upembae","Oreochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1845",2040,"Oreochromis rukwaensis","Oreochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1846",2041,"Oreochromis salinicola","Oreochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1847",2042,"Oreochromis karongae","Oreochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1848",2043,"Oreochromis saka","Oreochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1849",2044,"Oreochromis squamipinnis","Oreochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1850",2045,"Oreochromis lidole","Oreochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1851",2046,"Danakilia franchettii","Danakilia","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1852",2047,"Sudis hyalina","Sudis",NA,"Paralepididae","Aulopiformes","Actinopterygii","Osteichthyes"
"1853",2048,"Monochirus hispidus","Monochirus",NA,"Soleidae","Pleuronectiformes","Actinopterygii","Osteichthyes"
"1854",2051,"Sarotherodon nigripinnis","Sarotherodon","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1855",2056,"Sarotherodon tournieri","Sarotherodon","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1856",2057,"Pristis pectinata","Pristis",NA,"Pristidae","Rhinopristiformes","Elasmobranchii","Chondrichthyes"
"1857",2058,"Dipturus batis","Dipturus","Rajinae","Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes"
"1858",2059,"Raja clavata","Raja","Rajinae","Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes"
"1859",2060,"Dasyatis pastinaca","Dasyatis","Dasyatinae","Dasyatidae","Myliobatiformes","Elasmobranchii","Chondrichthyes"
"1860",2061,"Mobula birostris","Mobula","Mobulinae","Myliobatidae","Myliobatiformes","Elasmobranchii","Chondrichthyes"
"1861",2062,"Torpedo torpedo","Torpedo",NA,"Torpedinidae","Torpediniformes","Elasmobranchii","Chondrichthyes"
"1862",2063,"Latimeria chalumnae","Latimeria",NA,"Latimeriidae","Coelacanthiformes","Sarcopterygii","Osteichthyes"
"1863",2065,"Acipenser stellatus","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Actinopterygii","Osteichthyes"
"1864",2066,"Acipenser sturio","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Actinopterygii","Osteichthyes"
"1865",2067,"Huso huso","Huso","Acipenserinae","Acipenseridae","Acipenseriformes","Actinopterygii","Osteichthyes"
"1866",2073,"Leptocharias smithii","Leptocharias",NA,"Leptochariidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes"
"1867",2074,"Glaucostegus cemiculus","Glaucostegus","Rhinobatinae","Glaucostegidae","Rhinopristiformes","Elasmobranchii",NA
"1868",2075,"Pantodon buchholzi","Pantodon",NA,"Pantodontidae","Osteoglossiformes","Actinopterygii","Osteichthyes"
"1869",2076,"Arapaima gigas","Arapaima",NA,"Arapaimidae","Osteoglossiformes","Actinopterygii","Osteichthyes"
"1870",2078,"Chitala chitala","Chitala",NA,"Notopteridae","Osteoglossiformes","Actinopterygii","Osteichthyes"
"1871",2079,"Brachymystax lenok","Brachymystax","Salmoninae","Salmonidae","Salmoniformes","Actinopterygii","Osteichthyes"
"1872",2081,"Rhincodon typus","Rhincodon",NA,"Rhincodontidae","Orectolobiformes","Elasmobranchii","Chondrichthyes"
"1873",2082,"Argyropelecus gigas","Argyropelecus","Sternoptychinae","Sternoptychidae","Stomiiformes","Actinopterygii","Osteichthyes"
"1874",2085,"Gnathonemus petersii","Gnathonemus",NA,"Mormyridae","Osteoglossiformes","Actinopterygii","Osteichthyes"
"1875",2086,"Lacustricola vitschumbaensis","Lacustricola","Procatopodinae","Poeciliidae","Cyprinodontiformes","Actinopterygii","Osteichthyes"
"1876",2087,"Malapterurus electricus","Malapterurus",NA,"Malapteruridae","Siluriformes","Actinopterygii","Osteichthyes"
"1877",2088,"Oreochromis chungruruensis","Oreochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1878",2089,"Clarias ngamensis","Clarias",NA,"Clariidae","Siluriformes","Actinopterygii","Osteichthyes"
"1879",2090,"Clarias stappersii","Clarias",NA,"Clariidae","Siluriformes","Actinopterygii","Osteichthyes"
"1880",2091,"Clarias maclareni","Clarias",NA,"Clariidae","Siluriformes","Actinopterygii","Osteichthyes"
"1881",2092,"Clarias angolensis","Clarias",NA,"Clariidae","Siluriformes","Actinopterygii","Osteichthyes"
"1882",2093,"Clarias macromystax","Clarias",NA,"Clariidae","Siluriformes","Actinopterygii","Osteichthyes"
"1883",2094,"Clarias gabonensis","Clarias",NA,"Clariidae","Siluriformes","Actinopterygii","Osteichthyes"
"1884",2095,"Clarias buthupogon","Clarias",NA,"Clariidae","Siluriformes","Actinopterygii","Osteichthyes"
"1885",2096,"Clarias buettikoferi","Clarias",NA,"Clariidae","Siluriformes","Actinopterygii","Osteichthyes"
"1886",2097,"Clarias albopunctatus","Clarias",NA,"Clariidae","Siluriformes","Actinopterygii","Osteichthyes"
"1887",2098,"Clarias agboyiensis","Clarias",NA,"Clariidae","Siluriformes","Actinopterygii","Osteichthyes"
"1888",2099,"Clarias salae","Clarias",NA,"Clariidae","Siluriformes","Actinopterygii","Osteichthyes"
"1889",2100,"Clarias submarginatus","Clarias",NA,"Clariidae","Siluriformes","Actinopterygii","Osteichthyes"
"1890",2101,"Clarias theodorae","Clarias",NA,"Clariidae","Siluriformes","Actinopterygii","Osteichthyes"
"1891",2102,"Clarias pachynema","Clarias",NA,"Clariidae","Siluriformes","Actinopterygii","Osteichthyes"
